condition,n,rankable_n,Recall@1_pct,Recall@5_pct,Recall@10_pct,Recall@20_pct,MRR,MedianRank
Saudi regional phenotype,333,333,50.750750750750754,75.37537537537537,83.18318318318319,90.69069069069069,0.6233269728412059,1.0
DDD phenotype,333,52,0.9009009009009009,5.105105105105105,6.006006006006006,7.807807807807808,0.026621843304372485,21.0
Saudi gene frequency,333,333,2.1021021021021022,22.22222222222222,41.74174174174174,54.65465465465466,0.13446195220405374,16.0
DDD gene frequency,333,52,0.0,0.0,0.0,0.3003003003003003,0.0016697443975780663,234.5
